Ensembl.Protein.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Human.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
ENSPTRP00000001652	ENSBTAP00000041791	ENSGALP00000009558	ENSGGOP00000022958	ENSP00000476948	ENSMMUP00000013199	ENSMUSP00000070209	ENSRNOP00000002815	ENSXETP00000049759
ENSPTRP00000055656	ENSBTAP00000041791	ENSGALP00000009558	ENSGGOP00000022958	ENSP00000476948	ENSMMUP00000013199	ENSMUSP00000070209	ENSRNOP00000002815	ENSXETP00000049759
ENSPTRP00000058103	ENSBTAP00000018208	ENSGALP00000019644	ENSGGOP00000005388	ENSP00000377112	ENSMMUP00000001556	ENSMUSP00000062337	ENSRNOP00000002439	
ENSPTRP00000018548	ENSBTAP00000042044		ENSGGOP00000005152	ENSP00000344254	ENSMMUP00000058689	ENSMUSP00000009831	ENSRNOP00000028597	
ENSPTRP00000014352	ENSBTAP00000051454	ENSGALP00000042211	ENSGGOP00000000928	ENSP00000455265	ENSMMUP00000011239	ENSMUSP00000090789	ENSRNOP00000020990	ENSXETP00000061813
ENSPTRP00000008956	ENSBTAP00000024524	ENSGALP00000017881	ENSGGOP00000010187	ENSP00000266682	ENSMMUP00000017952	ENSMUSP00000073829	ENSRNOP00000073005	ENSXETP00000046228
ENSPTRP00000052956	ENSBTAP00000028125	ENSGALP00000007586	ENSGGOP00000007516	ENSP00000411821	ENSMMUP00000001771	ENSMUSP00000019246	ENSRNOP00000003182	ENSXETP00000029530
ENSPTRP00000036618	ENSBTAP00000055630		ENSGGOP00000026833	ENSP00000316609	ENSMMUP00000039905	ENSMUSP00000109027	ENSRNOP00000070474	ENSXETP00000015579
ENSPTRP00000007205	ENSBTAP00000025212	ENSGALP00000046700	ENSGGOP00000001019	ENSP00000387739	ENSMMUP00000036768	ENSMUSP00000013220	ENSRNOP00000058333	ENSXETP00000013971
ENSPTRP00000028187		ENSGALP00000044119	ENSGGOP00000009799	ENSP00000264501	ENSMMUP00000046384	ENSMUSP00000060199	ENSRNOP00000068256	ENSXETP00000002172
ENSPTRP00000045875	ENSBTAP00000022231	ENSGALP00000055500	ENSGGOP00000021086	ENSP00000359357	ENSMMUP00000006717	ENSMUSP00000135039	ENSRNOP00000002807	ENSXETP00000049757
ENSPTRP00000036620	ENSBTAP00000055747	ENSGALP00000007858	ENSGGOP00000014422	ENSP00000361982	ENSMMUP00000018588	ENSMUSP00000041848	ENSRNOP00000063203	ENSXETP00000008598
ENSPTRP00000026413	ENSBTAP00000015120	ENSGALP00000019663	ENSGGOP00000018193	ENSP00000251775	ENSMMUP00000014539	ENSMUSP00000023502	ENSRNOP00000002432	ENSXETP00000050538
ENSPTRP00000018549	ENSBTAP00000002585		ENSGGOP00000022053	ENSP00000323355	ENSMMUP00000014811	ENSMUSP00000057020	ENSRNOP00000066675	
ENSPTRP00000018550	ENSBTAP00000022648		ENSGGOP00000000755	ENSP00000480821	ENSMMUP00000014809	ENSMUSP00000001279	ENSRNOP00000041379	ENSXETP00000018044
ENSPTRP00000001657	ENSBTAP00000040066		ENSGGOP00000027762	ENSP00000440826	ENSMMUP00000039738	ENSMUSP00000108261	ENSRNOP00000058347	ENSXETP00000059796
ENSPTRP00000012385	ENSBTAP00000007964	ENSGALP00000042758	ENSGGOP00000004019	ENSP00000340505	ENSMMUP00000000667	ENSMUSP00000129441	ENSRNOP00000062239	ENSXETP00000031296
ENSPTRP00000012387	ENSBTAP00000044611	ENSGALP00000003108	ENSGGOP00000004957	ENSP00000311657	ENSMMUP00000054121	ENSMUSP00000096258	ENSRNOP00000032874	
ENSPTRP00000033831	ENSBTAP00000018941		ENSGGOP00000016731	ENSP00000275766	ENSMMUP00000008622	ENSMUSP00000062475	ENSRNOP00000018645	
ENSPTRP00000041279	ENSBTAP00000028806	ENSGALP00000022512	ENSGGOP00000000642	ENSP00000242351	ENSMMUP00000008624	ENSMUSP00000144312	ENSRNOP00000018782	ENSXETP00000019558
ENSPTRP00000018552	ENSBTAP00000022650		ENSGGOP00000000756	ENSP00000222305	ENSMMUP00000014798	ENSMUSP00000132256	ENSRNOP00000072660	ENSXETP00000030527
ENSPTRP00000060238	ENSBTAP00000055487	ENSGALP00000042218	ENSGGOP00000021177	ENSP00000433816	ENSMMUP00000048885			
ENSPTRP00000031222	ENSBTAP00000002786	ENSGALP00000026861	ENSGGOP00000009506	ENSP00000344192	ENSMMUP00000009714	ENSMUSP00000027061	ENSRNOP00000016664	ENSXETP00000056440
ENSPTRP00000060757	ENSBTAP00000034425	ENSGALP00000027758	ENSGGOP00000027051	ENSP00000278505	ENSMMUP00000052196	ENSMUSP00000127751	ENSRNOP00000037703	ENSXETP00000015406
ENSPTRP00000007212	ENSBTAP00000005267	ENSGALP00000051489	ENSGGOP00000004825	ENSP00000441927	ENSMMUP00000056652	ENSMUSP00000146362	ENSRNOP00000011008	ENSXETP00000015407
ENSPTRP00000012388	ENSBTAP00000044619	ENSGALP00000034108	ENSGGOP00000024466	ENSP00000320171	ENSMMUP00000053654	ENSMUSP00000034834	ENSRNOP00000015331	ENSXETP00000053443
ENSPTRP00000012389	ENSBTAP00000044619	ENSGALP00000034108	ENSGGOP00000024466	ENSP00000320171	ENSMMUP00000053654	ENSMUSP00000034834	ENSRNOP00000015331	ENSXETP00000053443
ENSPTRP00000008962	ENSBTAP00000040019		ENSGGOP00000009848	ENSP00000376910	ENSMMUP00000021727	ENSMUSP00000131419	ENSRNOP00000067860	
ENSPTRP00000031224	ENSBTAP00000022393	ENSGALP00000026861	ENSGGOP00000004902	ENSP00000337432	ENSMMUP00000008801	ENSMUSP00000046960	ENSRNOP00000016717	ENSXETP00000056440
ENSPTRP00000018553	ENSBTAP00000022658		ENSGGOP00000000757	ENSP00000471894	ENSMMUP00000014794	ENSMUSP00000074240	ENSRNOP00000028545	
ENSPTRP00000039139	ENSBTAP00000027650	ENSGALP00000027754	ENSGGOP00000013079	ENSP00000351631	ENSMMUP00000019415	ENSMUSP00000062642	ENSRNOP00000062410	ENSXETP00000015410
ENSPTRP00000031227	ENSBTAP00000014194	ENSGALP00000026858	ENSGGOP00000004909	ENSP00000480987	ENSMMUP00000027843	ENSMUSP00000059192	ENSRNOP00000017081	ENSXETP00000046917
ENSPTRP00000036621	ENSBTAP00000053835	ENSGALP00000007867	ENSGGOP00000014429	ENSP00000300452	ENSMMUP00000018589	ENSMUSP00000028137	ENSRNOP00000038869	ENSXETP00000008596
ENSPTRP00000014357	ENSBTAP00000045577		ENSGGOP00000000930	ENSP00000268624	ENSMMUP00000025220	ENSMUSP00000095964	ENSRNOP00000021072	ENSXETP00000060788
ENSPTRP00000041425	ENSBTAP00000025662	ENSGALP00000005643	ENSGGOP00000007745	ENSP00000236959	ENSMMUP00000016168	ENSMUSP00000027384	ENSRNOP00000021105	ENSXETP00000059557
ENSPTRP00000048802	ENSBTAP00000052366		ENSGGOP00000014206	ENSP00000376048	ENSMMUP00000023182	ENSMUSP00000139564	ENSRNOP00000028544	ENSXETP00000018051
ENSPTRP00000015142	ENSBTAP00000047702	ENSGALP00000007617	ENSGGOP00000007511	ENSP00000326671	ENSMMUP00000018573			ENSXETP00000048567
ENSPTRP00000001659	ENSBTAP00000002626	ENSGALP00000050025	ENSGGOP00000002665	ENSP00000359345	ENSMMUP00000054658	ENSMUSP00000080854	ENSRNOP00000036514	ENSXETP00000049753
ENSPTRP00000020842	ENSBTAP00000006331	ENSGALP00000031387	ENSGGOP00000025279	ENSP00000338389	ENSMMUP00000054381	ENSMUSP00000066493	ENSRNOP00000012021	ENSXETP00000061175
ENSPTRP00000026414	ENSBTAP00000008486	ENSGALP00000046570	ENSGGOP00000007364	ENSP00000296220	ENSMMUP00000022532	ENSMUSP00000039632	ENSRNOP00000002428	ENSXETP00000059534
ENSPTRP00000011179	ENSBTAP00000035425	ENSGALP00000017014	ENSGGOP00000007658	ENSP00000216479	ENSMMUP00000052688	ENSMUSP00000021425	ENSRNOP00000065600	ENSXETP00000024210
ENSPTRP00000060488	ENSBTAP00000035425	ENSGALP00000017014	ENSGGOP00000007658	ENSP00000216479	ENSMMUP00000052688	ENSMUSP00000021425	ENSRNOP00000065600	ENSXETP00000024210
ENSPTRP00000033836	ENSBTAP00000041851	ENSGALP00000019304	ENSGGOP00000005581	ENSP00000419279	ENSMMUP00000017935	ENSMUSP00000124369	ENSRNOP00000034588	ENSXETP00000029419
ENSPTRP00000007215	ENSBTAP00000046049	ENSGALP00000027750	ENSGGOP00000013089	ENSP00000317902	ENSMMUP00000019425	ENSMUSP00000034398	ENSRNOP00000009318	ENSXETP00000015412
ENSPTRP00000008963	ENSBTAP00000019938	ENSGALP00000041112	ENSGGOP00000025437	ENSP00000315417		ENSMUSP00000129230	ENSRNOP00000006007	ENSXETP00000046264
ENSPTRP00000018557	ENSBTAP00000015781		ENSGGOP00000008903	ENSP00000085219	ENSMMUP00000046424	ENSMUSP00000019248	ENSRNOP00000031661	ENSXETP00000059564
ENSPTRP00000005076	ENSBTAP00000017436	ENSGALP00000052265	ENSGGOP00000006401	ENSP00000359050	ENSMMUP00000048531	ENSMUSP00000048454	ENSRNOP00000051587	ENSXETP00000013739
ENSPTRP00000008964	ENSBTAP00000038414	ENSGALP00000042092	ENSGGOP00000018038	ENSP00000354884	ENSMMUP00000059468	ENSMUSP00000054767	ENSRNOP00000055632	ENSXETP00000025699
ENSPTRP00000008965	ENSBTAP00000006980	ENSGALP00000040948	ENSGGOP00000009991	ENSP00000256010	ENSMMUP00000030481	ENSMUSP00000020040	ENSRNOP00000005706	
ENSPTRP00000060683			ENSGGOP00000022056		ENSMMUP00000049488			
ENSPTRP00000036622	ENSBTAP00000020526	ENSGALP00000007948	ENSGGOP00000014437	ENSP00000300456	ENSMMUP00000018591	ENSMUSP00000078971	ENSRNOP00000019500	ENSXETP00000031770
ENSPTRP00000014359	ENSBTAP00000022193	ENSGALP00000033115	ENSGGOP00000001534	ENSP00000312129	ENSMMUP00000000727	ENSMUSP00000056552	ENSRNOP00000021271	ENSXETP00000029043
ENSPTRP00000039477		ENSGALP00000008818	ENSGGOP00000013489	ENSP00000219454	ENSMMUP00000005923	ENSMUSP00000024107	ENSRNOP00000021630	ENSXETP00000029087
ENSPTRP00000020845	ENSBTAP00000006337	ENSGALP00000025409	ENSGGOP00000005167	ENSP00000392197	ENSMMUP00000049552	ENSMUSP00000112662	ENSRNOP00000061062	ENSXETP00000038980
ENSPTRP00000008967	ENSBTAP00000014809	ENSGALP00000056298	ENSGGOP00000028149	ENSP00000481096	ENSMMUP00000030412	ENSMUSP00000135959	ENSRNOP00000005523	ENSXETP00000025696
ENSPTRP00000026416	ENSBTAP00000037316	ENSGALP00000003173	ENSGGOP00000019582		ENSMMUP00000060556	ENSMUSP00000068003	ENSRNOP00000003843	ENSXETP00000063151
ENSPTRP00000008968	ENSBTAP00000045043		ENSGGOP00000000181	ENSP00000298699	ENSMMUP00000038946	ENSMUSP00000042828	ENSRNOP00000069887	
ENSPTRP00000040252	ENSBTAP00000007599	ENSGALP00000012348	ENSGGOP00000017269	ENSP00000392466	ENSMMUP00000054014	ENSMUSP00000139562	ENSRNOP00000069575	ENSXETP00000003595
ENSPTRP00000051099	ENSBTAP00000002836	ENSGALP00000003213	ENSGGOP00000019982	ENSP00000482705	ENSMMUP00000009839	ENSMUSP00000097770	ENSRNOP00000059348	ENSXETP00000054572
ENSPTRP00000043840	ENSBTAP00000009113			ENSP00000426271	ENSMMUP00000044557	ENSMUSP00000023530	ENSRNOP00000002975	
ENSPTRP00000046198	ENSBTAP00000022028	ENSGALP00000027747	ENSGGOP00000020840	ENSP00000345752	ENSMMUP00000019431	ENSMUSP00000034396	ENSRNOP00000008566	ENSXETP00000015416
ENSPTRP00000042227	ENSBTAP00000018069	ENSGALP00000036346	ENSGGOP00000006802	ENSP00000386660	ENSMMUP00000017247	ENSMUSP00000128789	ENSRNOP00000072073	ENSXETP00000038986
ENSPTRP00000014362	ENSBTAP00000053487	ENSGALP00000051497	ENSGGOP00000016899	ENSP00000397925	ENSMMUP00000043525	ENSMUSP00000092794	ENSRNOP00000066506	ENSXETP00000029152
ENSPTRP00000042503	ENSBTAP00000041232	ENSGALP00000051719	ENSGGOP00000007334	ENSP00000326070	ENSMMUP00000039819	ENSMUSP00000037473	ENSRNOP00000071826	ENSXETP00000010389
ENSPTRP00000011183	ENSBTAP00000054205	ENSGALP00000017021	ENSGGOP00000023250	ENSP00000341490	ENSMMUP00000032697	ENSMUSP00000117108	ENSRNOP00000067510	ENSXETP00000056813
ENSPTRP00000015140	ENSBTAP00000050170	ENSGALP00000007586	ENSGGOP00000007497	ENSP00000345774	ENSMMUP00000018565	ENSMUSP00000073764	ENSRNOP00000070512	ENSXETP00000029530
ENSPTRP00000036629	ENSBTAP00000035991	ENSGALP00000007958	ENSGGOP00000014444	ENSP00000412922	ENSMMUP00000024487	ENSMUSP00000088676	ENSRNOP00000032608	
ENSPTRP00000038958	ENSBTAP00000024959	ENSGALP00000018186	ENSGGOP00000005858	ENSP00000349358	ENSMMUP00000020855	ENSMUSP00000062410	ENSRNOP00000030713	
ENSPTRP00000005081	ENSBTAP00000032801	ENSGALP00000057028	ENSGGOP00000002123	ENSP00000278070	ENSMMUP00000001586	ENSMUSP00000107530	ENSRNOP00000025222	ENSXETP00000061131
ENSPTRP00000042055	ENSBTAP00000010925	ENSGALP00000005654	ENSGGOP00000014657	ENSP00000346839	ENSMMUP00000016225	ENSMUSP00000054499	ENSRNOP00000019772	ENSXETP00000063110
ENSPTRP00000043159	ENSBTAP00000035711	ENSGALP00000026856	ENSGGOP00000011977	ENSP00000406197	ENSMMUP00000018037	ENSMUSP00000141054	ENSRNOP00000038736	ENSXETP00000001446
ENSPTRP00000001660	ENSBTAP00000002628	ENSGALP00000009503	ENSGGOP00000022916	ENSP00000359333	ENSMMUP00000006723	ENSMUSP00000031198	ENSRNOP00000031951	ENSXETP00000049750
ENSPTRP00000031229	ENSBTAP00000023678	ENSGALP00000026855	ENSGGOP00000023645	ENSP00000360107	ENSMMUP00000018038	ENSMUSP00000042343	ENSRNOP00000017393	ENSXETP00000001450
ENSPTRP00000036631	ENSBTAP00000004595	ENSGALP00000007976	ENSGGOP00000004919	ENSP00000361929	ENSMMUP00000039914	ENSMUSP00000041622	ENSRNOP00000075363	ENSXETP00000021661
ENSPTRP00000052062	ENSBTAP00000001831	ENSGALP00000056667	ENSGGOP00000001295	ENSP00000359321	ENSMMUP00000022098	ENSMUSP00000080278	ENSRNOP00000000086	ENSXETP00000049747
ENSPTRP00000011184	ENSBTAP00000027289	ENSGALP00000048834	ENSGGOP00000011602	ENSP00000216484	ENSMMUP00000042299	ENSMUSP00000021424	ENSRNOP00000016324	ENSXETP00000024212
ENSPTRP00000028192	ENSBTAP00000055686		ENSGGOP00000004306	ENSP00000296513	ENSMMUP00000034828	ENSMUSP00000115260	ENSRNOP00000023282	ENSXETP00000003357
ENSPTRP00000007220	ENSBTAP00000051992	ENSGALP00000027746	ENSGGOP00000025466	ENSP00000434552	ENSMMUP00000019434	ENSMUSP00000136866	ENSRNOP00000037050	ENSXETP00000015403
ENSPTRP00000008971	ENSBTAP00000005450	ENSGALP00000052916	ENSGGOP00000023519	ENSP00000448012	ENSMMUP00000020858	ENSMUSP00000130899	ENSRNOP00000074837	ENSXETP00000025693
ENSPTRP00000018563	ENSBTAP00000018317	ENSGALP00000056505			ENSMMUP00000050051	ENSMUSP00000092163	ENSRNOP00000053557	ENSXETP00000058627
ENSPTRP00000011188	ENSBTAP00000010693	ENSGALP00000017055	ENSGGOP00000010774	ENSP00000216489	ENSMMUP00000041522	ENSMUSP00000124565	ENSRNOP00000062185	ENSXETP00000024214
ENSPTRP00000007223	ENSBTAP00000008639		ENSGGOP00000016341	ENSP00000278520	ENSMMUP00000010489	ENSMUSP00000106212	ENSRNOP00000074185	ENSXETP00000056668
ENSPTRP00000018566	ENSBTAP00000055985		ENSGGOP00000000759	ENSP00000339251	ENSMMUP00000003625	ENSMUSP00000096159		
ENSPTRP00000042705	ENSBTAP00000009775	ENSGALP00000051997	ENSGGOP00000021724	ENSP00000385410	ENSMMUP00000053955	ENSMUSP00000128331	ENSRNOP00000025788	ENSXETP00000062931
ENSPTRP00000056355	ENSBTAP00000022003	ENSGALP00000050560	ENSGGOP00000015843	ENSP00000270570	ENSMMUP00000003632	ENSMUSP00000010267	ENSRNOP00000074897	ENSXETP00000048585
ENSPTRP00000052554	ENSBTAP00000018785	ENSGALP00000045556	ENSGGOP00000010780	ENSP00000450909	ENSMMUP00000058592	ENSMUSP00000125341	ENSRNOP00000016479	ENSXETP00000060929
ENSPTRP00000058982	ENSBTAP00000007566	ENSGALP00000003081	ENSGGOP00000015080	ENSP00000456348	ENSMMUP00000044417	ENSMUSP00000026267	ENSRNOP00000055141	ENSXETP00000011356
ENSPTRP00000018569	ENSBTAP00000032173		ENSGGOP00000000125	ENSP00000430242	ENSMMUP00000052572	ENSMUSP00000079362	ENSRNOP00000028526	
ENSPTRP00000026425	ENSBTAP00000041248	ENSGALP00000053518	ENSGGOP00000009686	ENSP00000296233	ENSMMUP00000004964	ENSMUSP00000144962	ENSRNOP00000024011	ENSXETP00000025282
ENSPTRP00000033838	ENSBTAP00000005889	ENSGALP00000019313	ENSGGOP00000004432	ENSP00000418648	ENSMMUP00000003049	ENSMUSP00000124043	ENSRNOP00000061860	ENSXETP00000057086
ENSPTRP00000007227		ENSGALP00000027744	ENSGGOP00000016397	ENSP00000435637	ENSMMUP00000021999	ENSMUSP00000124327	ENSRNOP00000009418	ENSXETP00000012071
ENSPTRP00000028193	ENSBTAP00000027819		ENSGGOP00000022084	ENSP00000226730	ENSMMUP00000027764	ENSMUSP00000029275	ENSRNOP00000023327	
ENSPTRP00000011189	ENSBTAP00000010697	ENSGALP00000017080	ENSGGOP00000022780	ENSP00000261531	ENSMMUP00000050530	ENSMUSP00000021428	ENSRNOP00000054619	ENSXETP00000024216
ENSPTRP00000026426	ENSBTAP00000025850		ENSGGOP00000009693	ENSP00000344749	ENSMMUP00000005606	ENSMUSP00000126515	ENSRNOP00000024222	ENSXETP00000046747
ENSPTRP00000060393	ENSBTAP00000012010	ENSGALP00000026854	ENSGGOP00000011632	ENSP00000182527	ENSMMUP00000018040	ENSMUSP00000047992	ENSRNOP00000017592	ENSXETP00000001456
ENSPTRP00000018570	ENSBTAP00000021166		ENSGGOP00000000127	ENSP00000222286	ENSMMUP00000001132	ENSMUSP00000138634	ENSRNOP00000059802	
ENSPTRP00000036632	ENSBTAP00000020325	ENSGALP00000007591	ENSGGOP00000001338	ENSP00000403453	ENSMMUP00000044170	ENSMUSP00000109388	ENSRNOP00000041336	ENSXETP00000053285
ENSPTRP00000028194	ENSBTAP00000016413	ENSGALP00000019301	ENSGGOP00000007823	ENSP00000264497	ENSMMUP00000004457	ENSMUSP00000124668	ENSRNOP00000023348	
ENSPTRP00000031233	ENSBTAP00000006857	ENSGALP00000030997	ENSGGOP00000000762	ENSP00000211314		ENSMUSP00000027064	ENSRNOP00000032359	ENSXETP00000034844
ENSPTRP00000028195	ENSBTAP00000009953		ENSGGOP00000022262	ENSP00000438273	ENSMMUP00000034827	ENSMUSP00000052179	ENSRNOP00000009898	ENSXETP00000003351
ENSPTRP00000033840		ENSGALP00000019317	ENSGGOP00000004435	ENSP00000297534		ENSMUSP00000019833	ENSRNOP00000007544	ENSXETP00000060131
ENSPTRP00000014363	ENSBTAP00000001252	ENSGALP00000054952	ENSGGOP00000000854	ENSP00000343635	ENSMMUP00000024949	ENSMUSP00000044430	ENSRNOP00000021743	ENSXETP00000029191
ENSPTRP00000033842	ENSBTAP00000054426	ENSGALP00000043994	ENSGGOP00000016203	ENSP00000347005	ENSMMUP00000045321	ENSMUSP00000055254	ENSRNOP00000008557	ENSXETP00000057073
ENSPTRP00000005085	ENSBTAP00000020842	ENSGALP00000043232	ENSGGOP00000021808	ENSP00000359022	ENSMMUP00000029959	ENSMUSP00000036357	ENSRNOP00000025938	
ENSPTRP00000031234	ENSBTAP00000035695	ENSGALP00000026286	ENSGGOP00000028566	ENSP00000420168	ENSMMUP00000042116	ENSMUSP00000027067	ENSRNOP00000018325	
ENSPTRP00000028196	ENSBTAP00000007477	ENSGALP00000031519	ENSGGOP00000004720	ENSP00000264498	ENSMMUP00000009729	ENSMUSP00000143094	ENSRNOP00000023388	ENSXETP00000003347
ENSPTRP00000018571	ENSBTAP00000021170		ENSGGOP00000000128	ENSP00000222284	ENSMMUP00000050918	ENSMUSP00000006478	ENSRNOP00000028514	ENSXETP00000014925
ENSPTRP00000005086	ENSBTAP00000020847	ENSGALP00000008994	ENSGGOP00000018289	ENSP00000359019		ENSMUSP00000026259	ENSRNOP00000026013	ENSXETP00000022087
ENSPTRP00000020850	ENSBTAP00000025656	ENSGALP00000025438		ENSP00000474823		ENSMUSP00000109815	ENSRNOP00000010253	ENSXETP00000038990
ENSPTRP00000028197	ENSBTAP00000007480	ENSGALP00000019286	ENSGGOP00000023403	ENSP00000306070	ENSMMUP00000009734	ENSMUSP00000056219	ENSRNOP00000023437	ENSXETP00000003343
ENSPTRP00000039661	ENSBTAP00000053253	ENSGALP00000009030	ENSGGOP00000006813	ENSP00000359000	ENSMMUP00000003992	ENSMUSP00000026254	ENSRNOP00000038037	ENSXETP00000022082
ENSPTRP00000049984	ENSBTAP00000035695	ENSGALP00000026286		ENSP00000335620	ENSMMUP00000042116	ENSMUSP00000027067	ENSRNOP00000018325	
ENSPTRP00000018575	ENSBTAP00000056098	ENSGALP00000045306	ENSGGOP00000000130	ENSP00000262623	ENSMMUP00000001142	ENSMUSP00000005692	ENSRNOP00000028508	ENSXETP00000014923
ENSPTRP00000053380	ENSBTAP00000021704	ENSGALP00000028283	ENSGGOP00000011753	ENSP00000262428	ENSMMUP00000009234	ENSMUSP00000034285	ENSRNOP00000021954	ENSXETP00000029195
ENSPTRP00000028200	ENSBTAP00000000136	ENSGALP00000019284	ENSGGOP00000000582	ENSP00000274008	ENSMMUP00000009741	ENSMUSP00000103747	ENSRNOP00000071455	ENSXETP00000003338
ENSPTRP00000014366	ENSBTAP00000011036	ENSGALP00000009051	ENSGGOP00000012670	ENSP00000456743	ENSMMUP00000014736	ENSMUSP00000034287	ENSRNOP00000068927	ENSXETP00000029238
ENSPTRP00000001665	ENSBTAP00000032097	ENSGALP00000009483	ENSGGOP00000015713	ENSP00000359305	ENSMMUP00000039717	ENSMUSP00000002837	ENSRNOP00000000083	ENSXETP00000055349
ENSPTRP00000015133	ENSBTAP00000001347		ENSGGOP00000005914	ENSP00000311005	ENSMMUP00000011194	ENSMUSP00000078087	ENSRNOP00000054673	ENSXETP00000013745
ENSPTRP00000018577	ENSBTAP00000017877			ENSP00000439056	ENSMMUP00000028182	ENSMUSP00000019697	ENSRNOP00000033357	ENSXETP00000062853
ENSPTRP00000015130	ENSBTAP00000023655	ENSGALP00000008160		ENSP00000261499	ENSMMUP00000047679	ENSMUSP00000099717	ENSRNOP00000003402	ENSXETP00000059625
ENSPTRP00000014368	ENSBTAP00000012432	ENSGALP00000009085	ENSGGOP00000012475	ENSP00000457411	ENSMMUP00000060296	ENSMUSP00000123590	ENSRNOP00000022432	ENSXETP00000029355
ENSPTRP00000056433	ENSBTAP00000018735	ENSGALP00000052680	ENSGGOP00000021054	ENSP00000454749	ENSMMUP00000033451	ENSMUSP00000034840	ENSRNOP00000070706	
ENSPTRP00000051857	ENSBTAP00000028174	ENSGALP00000025450	ENSGGOP00000003945	ENSP00000283632	ENSMMUP00000004693	ENSMUSP00000002292	ENSRNOP00000032033	ENSXETP00000004081
ENSPTRP00000007230	ENSBTAP00000005797	ENSGALP00000027741	ENSGGOP00000011118	ENSP00000298815	ENSMMUP00000046427	ENSMUSP00000091419	ENSRNOP00000037659	ENSXETP00000012066
ENSPTRP00000026430	ENSBTAP00000054602	ENSGALP00000051514	ENSGGOP00000021501	ENSP00000374359	ENSMMUP00000005610	ENSMUSP00000074619	ENSRNOP00000032693	ENSXETP00000025273
ENSPTRP00000020853	ENSBTAP00000028175	ENSGALP00000044865	ENSGGOP00000003948	ENSP00000386559	ENSMMUP00000004695	ENSMUSP00000068123	ENSRNOP00000009516	ENSXETP00000004085
ENSPTRP00000031236	ENSBTAP00000035695	ENSGALP00000026286	ENSGGOP00000003123	ENSP00000360028	ENSMMUP00000023142	ENSMUSP00000027067	ENSRNOP00000018325	
ENSPTRP00000028202	ENSBTAP00000028307	ENSGALP00000051947	ENSGGOP00000007002	ENSP00000481675	ENSMMUP00000002456	ENSMUSP00000103742	ENSRNOP00000055291	ENSXETP00000003318
ENSPTRP00000001669	ENSBTAP00000026887	ENSGALP00000009454	ENSGGOP00000016347	ENSP00000343377	ENSMMUP00000022113	ENSMUSP00000036507	ENSRNOP00000035046	ENSXETP00000049739
ENSPTRP00000046435			ENSGGOP00000026315	ENSP00000348145	ENSMMUP00000057370			
ENSPTRP00000043479	ENSBTAP00000028221	ENSGALP00000044524	ENSGGOP00000027805	ENSP00000262424	ENSMMUP00000014740	ENSMUSP00000034282	ENSRNOP00000059225	ENSXETP00000062618
ENSPTRP00000028204	ENSBTAP00000001482	ENSGALP00000019282	ENSGGOP00000011295	ENSP00000425658	ENSMMUP00000008921		ENSRNOP00000043031	ENSXETP00000049710
ENSPTRP00000015128	ENSBTAP00000023644	ENSGALP00000046068	ENSGGOP00000016562	ENSP00000320543	ENSMMUP00000035122	ENSMUSP00000136950	ENSRNOP00000074461	ENSXETP00000060238
ENSPTRP00000033843	ENSBTAP00000023659	ENSGALP00000042864		ENSP00000339356	ENSMMUP00000034706	ENSMUSP00000093732	ENSRNOP00000009194	
ENSPTRP00000011191	ENSBTAP00000016066	ENSGALP00000051871	ENSGGOP00000009700	ENSP00000238561	ENSMMUP00000057572	ENSMUSP00000127254	ENSRNOP00000016962	ENSXETP00000024217
ENSPTRP00000031238	ENSBTAP00000035695	ENSGALP00000026286	ENSGGOP00000003127	ENSP00000211122	ENSMMUP00000053754	ENSMUSP00000027067	ENSRNOP00000018325	
ENSPTRP00000054229	ENSBTAP00000010545	ENSGALP00000027736	ENSGGOP00000024814	ENSP00000325120	ENSMMUP00000015545	ENSMUSP00000140124	ENSRNOP00000032053	ENSXETP00000012055
ENSPTRP00000054231	ENSBTAP00000010545	ENSGALP00000027736	ENSGGOP00000024814	ENSP00000325120	ENSMMUP00000015545	ENSMUSP00000140124	ENSRNOP00000032053	ENSXETP00000012055
ENSPTRP00000007237	ENSBTAP00000010545	ENSGALP00000027736	ENSGGOP00000024814	ENSP00000325120	ENSMMUP00000015545	ENSMUSP00000140124	ENSRNOP00000032053	ENSXETP00000012055
ENSPTRP00000059463	ENSBTAP00000013316	ENSGALP00000019273	ENSGGOP00000012956	ENSP00000377862	ENSMMUP00000034815	ENSMUSP00000061836	ENSRNOP00000036219	
ENSPTRP00000061307	ENSBTAP00000047979		ENSGGOP00000018562	ENSP00000390661	ENSMMUP00000058299	ENSMUSP00000110524	ENSRNOP00000070445	ENSXETP00000022551
ENSPTRP00000018580	ENSBTAP00000017884		ENSGGOP00000019806	ENSP00000262633	ENSMMUP00000050313	ENSMUSP00000040005	ENSRNOP00000029729	ENSXETP00000038206
ENSPTRP00000033846	ENSBTAP00000023740	ENSGALP00000020844	ENSGGOP00000003977	ENSP00000385571	ENSMMUP00000003337	ENSMUSP00000124133	ENSRNOP00000060564	
